REACTION,KCAT [1/hr],STEP
r1597,,
r1598,,
r1599,,
r1600,,
r1602,,
r1603,,
r1604,,
r1605,,
r1606,,
r1607,,
r1608,,
r1609,,
r1610,,
r1611,,
r1612,,
r1613,,
r1614,,
r1615,,
r1616,,
r1617,,
r1618,,
r1619,,
r1620,,
r1621,,
r1622,,
r1623,,
r1624,,
r1625,,
r1626,,
r1627,,
r1628,,
r1629,,
r1630,,
r1631,,
r1632,,
r1633,,
r1634,,
r1635,,
r1636,,
r1637,,
r1638,,
r1639,,
r1640,,
r1641,,
r1642,,
r1643,,
r1644,,
r1645,,
r1646,,
r1647,,
r1648,,
r1649,,
r1650,,
r1651,,
r1652,,
r1653,,
r1654,,
r1655,,
r1656,,
r1657,,
r1658,,
r1659,,
r1660,,
r1661,,
r1662,,
r1664,,
r1665,,
r1666,,
r1668,,
r1669,,
r1670,,
r1671,,
r1672,,
r1673,,
r1674,,
r1675,,
r1676,,
r1677,,
r1678,,
r1679,,
r1680,,
r1681,,
r1682,,
r1683,,
r1684,,
r1685,,
r1686,,
r1687,,
r1690,,
r1691,,
r1692,,
r1693,,
r1695,,
r1696,,
r1698,,
r1700,,
r1701,,
r1702,,
r1705,,
r1706,,
r1707,,
r1708,,
r1710,,
r1711,,
r1713,,
r1715,,
r1716,,
r1717,,
r1720,,
r1721,,
r1722,,
r1723,,
r1725,,
r1726,,
r1728,,
r1730,,
r1731,,
r1732,,
r1733,,
r1734,,
r1735,,
r1736,,
r1737,,
r1738,,
r1739,,
r1740,,
r1741,,
r1742,,
r1743,,
r1744,,
r1745,,
r1746,,
r1747,,
r1748,,
r1749,,
r1750,,
r1751,,
r1752,,
r1753,,
r1754,,
r1755,,
r1756,,
r1757,,
r1758,,
r1759,,
r1760,,
r1761,,
r1762,,
r1763,,
r1764,,
r1765,,
r1766,,
r1767,,
r1768,,
r1769,,
r1770,,
r1771,,
r1772,,
r1773,,
r1774,,
r1775,,
r1776,,
r1777,,
r1778,,
r1779,,
r1780,,
r1781,,
r1782,,
r1783,,
r1784,,
r1785,,
r1786,,
r1787,,
r1788,,
r1789,,
r1790,,
r1791,,
r1792,,
r1796,,
r1797,,
r1798,,
r1799,,
r1800,,
r1801,,
r1803,,
r1805,,
r1806,,
r1807,,
r1808,,
r1809,,
r1810,,
r1811,,
r1812,,
r1813,,
r1814,,
r1815,,
r1816,,
r1817,,
r1818,,
r1819,,
r1820,,
r1821,,
r1822,,
r1823,,
r1824,,
r1825,,
r1826,,
r1827,,
r1828,,
r1829,,
r1830,,
r1831,,
r1832,,
r1833,,
r1834,,
r1835,,
r1836,,
r1837,,
r1841,,
r1842,,
r1843,,
r1844,,
r1846,,
r1847,,
r1848,,
r1850,,
r1851,,
r1852,,
r1853,,
r1854,,
r1855,,
r1856,,
r1857,,
r1858,,
r1859,,
r1860,,
r1861,,
r1862,,
r1863,,
r1864,,
r1865,,
r1866,,
r1867,,
r1871,,
r1872,,
r1873,,
r1874,,
r1876,,
r1877,,
r1879,,
r1880,,
r1881,,
r1882,,
r1883,,
r1884,,
r1885,,
r1886,,
r1887,,
r1888,,
r1889,,
r1890,,
r1891,,
r1892,,
r1893,,
r1894,,
r1895,,
r1896,,
r1897,,
r1898,,
r1899,,
r1900,,
r1901,,
r1902,,
r1903,,
r1904,,
r1905,,
r1906,,
r1907,,
r1908,,
r1909,,
r1910,,
r1911,,
r1912,,
r1913,,
r1914,,
r1915,,
r1916,,
r1917,,
r1918,,
r1919,,
r1920,,
r1921,,
r1922,,
r1923,,
r1924,,
r1925,,
r1926,,
r1928,,
r1929,,
r1930,,
r1931,,
r1932,,
r1933,,
r1934,,
r1935,,
r1936,,
r1937,,
r1938,,
r1939,,
r1940,,
r1941,,
r1942,,
r1943,,
r1944,,
r1945,,
r1946,,
r1947,,
r1948,,
r1949,,
r1950,,
r1951,,
r1952,,
r1953,,
r1954,,
r1955,,
r1956,,
r1957,,
r1958,,
r1959,,
r1960,,
r1961,,
r1962,,
r1963,,
r1964,,
r1965,,
r1966,,
r1967,,
r1968,,
r1969,,
r1970,,
r1971,,
r1972,,
r1973,,
r1974,,
r1975,,
r1976,,
r1977,,
r1978,,
r1979,,
r1980,,
r1981,,
r1982,,
r1983,,
r1984,,
r1985,,
r1986,,
r1987,,
r1988,,
r1989,,
r1990,,
r1991,,
r1992,,
r1993,,
r1994,,
r1995,,
r1996,,
r1997,,
r1998,,
r1999,,
r2000,,
r2001,,
r2002,,
r2003,,
r2004,,
r2005,,
r2006,,
r2007,,
r2008,,
r2009,,
r2010,,
r2011,,
r2012,,
r2013,,
r2014,,
r2015,,
r2016,,
r2017,,
r2018,,
r2019,,
r2020,,
r2021,,
r2022,,
r2023,,
r2024,,
r2026,,
r2027,,
r2028,,
r2029,,
r2030,,
r2031,,
r2032,,
r2034,,
r2035,,
r2036,,
r2037,,
r2038,,
r2039,,
r2040,,
r2041,,
r2042,,
r2043,,
r2044,,
r2045,,
r2046,,
r2047,,
r2048,,
r2049,,
r2050,,
r2051,,
r2052,,
r2053,,
r2054,,
r2055,,
r2056,,
r2057,,
r2058,,
r2059,,
r2060,,
r2061,,
r2062,,
r2063,,
r2064,,
r2065,,
r2066,,
r2067,,
r2068,,
r2069,,
r2070,,
r2071,,
r2073,,
r2079,,
r2080,,
r2081,,
r2082,,
r2083,,
r2084,,
r2085,,
r2086,,
r2087,,
r2088,,
r2089,,
r2090,,
r2091,,
r2092,,
r2093,,
r2094,,
r2095,,
r2096,,
r2097,,
r2098,,
r2099,,
r2100,,
r2101,,
r2102,,
r2103,,
r2104,,
r2105,,
r2106,,
r2107,,
r2108,,
r2109,,
r2110,,
r2111,,
r2112,,
r2113,,
r2114,,
r2115,,
r2116,,
r2117,,
r2118,,
r2119,,
r2120,,
r2121,,
r2122,,
r2123,,
r2124,,
r2125,,
r2126,,
r2127,,
r2128,,
r2129,,
r2130,,
r2131,,
r2132,,
r2133,,
r2136,,
r2139,,
r2140,,
r2141,,
r2142,,
r2143,,
r2144,,
r2145,,
r2146,,
r2147,,
r2148,,
r2149,,
r2150,,
r2151,,
r2152,,
r2153,,
r2154,,
r2155,,
r2156,,
r2157,,
r2158,,
r2159,,
r2160,,
r2161,,
r2162,,
r2163,,
r2164,,
r2165,,
r2166,,
r2167,,
r2168,,
r2169,,
r2170,,
r2171,,
r2172,,
r2173,,
r2174,,
r2175,,
r2176,,
r2177,,
r2178,,
r2179,,
r2180,,
r2181,,
r2182,,
r2183,,
r2184,,
r2185,,
r2186,,
r2187,,
r2188,,
r2189,,
r2190,,
r2191,,
r2192,,
r2193,,
r2194,,
r2195,,
r2196,,
r2197,,
r2198,,
r2199,,
r2200,,
r2201,,
r2202,,
r2203,,
r2204,,
r2205,,
r2206,,
r2207,,
r2208,,
r2209,,
r2210,,
r2211,,
r2212,,
r2213,,
r2214,,
r2215,,
r2216,,
r2217,,
r2218,,
r2219,,
r2220,,
r2221,,
r2222,,
r2223,,
r2224,,
r2225,,
r2226,,
r2227,,
r2228,,
r2229,,
r2230,,
r2231,,
r2232,,
r2233,,
r2234,,
r2235,,
r2236,,
r2237,,
r2238,,
r2239,,
r2240,,
r2241,,
r2242,,
r2243,,
r2244,,
r2245,,
r2246,,
r2247,,
r2248,,
r2249,,
r2250,,
r2251,,
r2252,,
r2253,,
r2254,,
r2255,,
r2256,,
r2257,,
r2258,,
r2259,,
r2260,,
r2261,,
r2262,,
r2263,,
r2264,,
r2265,,
r2266,,
r2267,,
r2268,,
r2269,,
r2270,,
r2271,,
r2272,,
r2273,,
r2274,,
r2275,,
r2276,,
r2277,,
r2278,,
r2279,,
r2280,,
r2281,,
r2282,,
r2283,,
r2284,,
r2285,,
r2286,,
r2287,,
r2288,,
r2289,,
r2290,,
r2291,,
r2292,,
r2293,,
r2294,,
r2295,,
r2296,,
r2297,,
r2298,,
r2299,,
r2300,,
r2301,,
r2302,,
r2303,,
r2304,,
r2305,,
r2306,,
r2307,,
r2308,,
r2309,,
r2310,,
r2311,,
r2312,,
r2313,,
r2314,,
r2315,,
r2316,,
r2317,,
r2318,,
r2319,,
r2320,,
r2321,,
r2322,,
r2323,,
r2324,,
r2325,,
r2326,,
r2327,,
r2328,,
r2329,,
r2330,,
r2331,,
r2332,,
r2333,,
r2334,,
r2335,,
r2338,,
r2341,,
r2342,,
r2343,,
r2344,,
r2346,,
r2347,,
r2352,,
r2353,,
r2354,,
r2355,,
r2356,,
r2357,,
r2358,,
r2359,,
r2360,,
r2361,,
r2362,,
r2363,,
r2364,,
r2365,,
r2366,,
r2367,,
r2368,,
r2369,,
r2370,,
r2371,,
r2372,,
r2373,,
r2374,,
r2375,,
r2376,,
r2377,,
r2378,,
r2379,,
r2380,,
r2381,,
r2382,,
r2384,,
r2385,,
r2386,,
r2387,,
r2388,,
r2389,,
r2390,,
r2391,,
r2392,,
r2393,,
r2394,,
r2395,,
r2396,,
r2397,,
r2398,,
r2399,,
r2400,,
r2401,,
r2402,,
r2403,,
r2404,,
r2405,,
r2406,,
r2407,,
r2408,,
r2409,,
r2410,,
r2411,,
r2412,,
r2413,,
r2416,,
r2419,,
r2420,,
r2425,,
r2433,,
r2434,,
r2435,,
r2436,,
r2437,,
r2438,,
r2439,,
r2447,,
r2449,,
r2465,,
r2471,,
r2472,,
r2473,,
r2482,,
r2483,,
r2484,,
r2485,,
r2486,,
r2487,,
r2488,,
r2489,,
r2490,,
r2491,,
r2492,,
r2493,,
r2494,,
r2495,,
r2496,,
r2497,,
r2498,,
r2499,,
r2501,,
r2502,,
r2503,,
r2505,,
r2506,,
r2507,,
r2508,,
r2509,,
r2510,,
r2511,,
r2512,,
r2513,,
r2514,,
r2515,,
r2516,,
r2517,,
r2518,,
r2519,,
r2520,,
r2521,,
r2525,,
r2526,,
r2532,,
r2534,,
r2535,,
r2537,,
r2538,,
r2539,,
EX_so3[e],,
EX_sprm[e],,
RE0066C,,
RE0066M,,
RE0066R,,
RE0124C,5740.76678,11
RE0344C,363927.2616,11
RE0344M,363927.2616,11
RE0344X,45929.74081,10
RE0383C,46404,5
RE0452M,3251.354735,8
RE0452N,3251.354735,8
RE0453C,123240,5
RE0453M,123240,5
RE0453N,123240,5
RE0456M,10192.2,12
RE0456N,10192.2,12
RE0512C,680.4,5
RE0512M,,
RE0512X,680.4,5
RE0549C,,
RE0565C,,
RE0566C,,
RE0567C,,
RE0568C,,
RE0569C,,
RE0569E,,
RE0570C,,
RE0571C,,
RE0572N,,
RE0573N,,
RE0574C,,
RE0575C,,
RE0576C,,
RE0577C,363927.2616,11
RE0577M,363927.2616,11
RE0577X,45929.74081,10
RE0578C,363927.2616,11
RE0578M,363927.2616,11
RE0578X,45929.74081,10
RE0579C,363927.2616,11
RE0579M,363927.2616,11
RE0579X,45929.74081,10
RE0580L,,
RE0580R,,
RE0581C,32058,5
RE0581R,3249.241011,8
RE0582N,3184.228841,8
RE0583C,237222.5784,11
RE0583N,237222.5784,11
RE0688C,,
RE0688E,,
RE0688X,,
RE0689C,,
RE0689E,,
RE0689X,,
RE0690C,,
RE0690E,,
RE0690X,,
RE0691C,,
RE0702C,3236400,8
RE0702E,3236400,8
RE0702L,1949886.227,9
RE0702M,3236400,7
RE0702N,3236400,8
RE0827C,,
RE0827E,,
RE0827X,,
RE0828C,,
RE0828E,,
RE0828X,,
RE0830C,169200,9
RE0830N,169200,9
RE0864C,363332.8683,11
RE0875C,362562.3237,11
RE0908C,23328,8
RE0908G,28379.40632,21
RE0908R,23328,8
RE0912C,,
RE0915C,4338,6
RE0915E,4338,6
RE0916C,23328,8
RE0916G,28800.02013,21
RE0916R,23328,8
RE0918C,23328,8
RE0918G,27968.73774,21
RE0918R,23328,8
RE0919C,,
RE0919R,,
RE0920C,,
RE0920R,,
RE0921C,,
RE0921R,,
RE0922C,,
RE0922R,,
RE0923C,,
RE0923R,,
RE0924C,,
RE0924R,,
RE0925C,,
RE0925R,,
RE0926C,10728,8
RE0926E,10728,8
RE0927C,,
RE0927R,,
RE0928C,,
RE0928R,,
RE0935C,10728,8
RE0935E,10728,8
RE0936C,,
RE0936E,,
RE0937C,23328,8
RE0937E,23328,8
RE0938C,23328,8
RE0938E,,
RE0944C,10728,8
RE0944E,10728,8
RE0958C,10728,8
RE0958E,10728,8
RE1050C,,
RE1050E,,
RE1050L,,
RE1050N,,
RE1062C,10698.4678,11
RE1062M,50.4,10
RE1063C,8280,8
RE1064C,8280,8
RE1077C,96674.10123,9
RE1096C,,
RE1096M,,
RE1096R,,
RE1099C,23328,8
RE1099G,37722.11642,21
RE1099L,37722.11642,21
RE1099R,23328,8
RE1100C,23328,8
RE1100G,37722.11642,21
RE1100L,37722.11642,21
RE1100R,23328,8
RE1134C,,
RE1134M,,
RE1134R,,
RE1135C,23328,8
RE1135G,37722.11642,21
RE1135L,37722.11642,21
RE1135R,23328,8
RE1233C,12271.48869,8
RE1233M,12271.48869,8
RE1234C,10571.28013,11
RE1235C,,
RE1236C,,
RE1238X,10571.28013,11
RE1240C,10728,8
RE1254C,106393.8346,12
RE1266C,,
RE1303C,,
RE1308C,,
RE1308M,,
RE1309C,,
RE1309M,,
RE1310C,,
RE1310M,,
RE1311C,,
RE1311M,,
RE1317C,1417964.607,12
RE1342C,453600,2
RE1441G,,
RE1441R,,
RE1447M,359395.6871,20
RE1447N,317825.6866,20
RE1448N,318510.4295,20
RE1448R,318510.4295,20
RE1473C,4140000,9
RE1508C,23328,8
RE1514M,104.4,11
RE1514X,104.4,11
RE1516M,18762084.11,21
RE1516X,18762084.11,21
RE1517M,18761423.11,21
RE1517X,18761423.11,21
RE1518M,18760084.42,21
RE1518X,18760084.42,21
RE1519X,18762739.63,21
RE1520M,13422600,11
RE1520X,13422600,11
RE1521M,13422600,11
RE1521X,13422600,11
RE1522M,13422600,11
RE1522X,13422600,11
RE1523M,13422600,11
RE1523X,13422600,11
RE1525C,680.4,5
RE1525M,636120,3
RE1525X,680.4,5
RE1526C,680.4,5
RE1526M,636120,3
RE1526X,680.4,5
RE1527C,680.4,5
RE1527M,636120,3
RE1527X,,
RE1530C,308779.7059,8
RE1530M,1015200,7
RE1531M,5040,2
RE1531X,5040,2
RE1532M,5040,2
RE1532X,5040,2
RE1533M,5040,2
RE1533X,5040,2
RE1534M,5040,2
RE1534X,5040,2
RE1537C,,
RE1537X,,
RE1538C,,
RE1538X,,
RE1539C,,
RE1539X,,
RE1573M,353463.5549,11
RE1573X,353463.5549,11
RE1582C,,
RE1582L,,
RE1582R,,
RE1587C,,
RE1587L,,
RE1587R,,
RE1627C,806.5450102,9
RE1628C,789.8399289,9
RE1629C,765.9496475,9
RE1630C,778.5038099,9
RE1630R,778.5038099,9
RE1631C,778.5038099,9
RE1632C,,
RE1635C,316858.5148,8
RE1635M,316858.5148,8
RE1635R,316858.5148,8
RE1635X,316858.5148,8
RE1651C,2231.017382,8
RE1653C,2373.474722,8
RE1691M,220652.1239,12
RE1699C,,
RE1700C,,
RE1701C,,
RE1702C,,
RE1709C,169200,9
RE1709N,169200,9
RE1711C,7777.354137,8
RE1711M,7777.354137,8
RE1796C,5901270.949,8
RE1796M,5901270.949,8
RE1796R,5901270.949,8
RE1803C,,
RE1804C,37323.26989,21
RE1804M,23760,20
RE1806C,,
RE1806R,,
RE1807C,353780.7162,11
RE1807M,450,9
RE1808R,,
RE1809C,,
RE1809R,,
RE1810M,5.4,2
RE1811C,,
RE1811R,,
RE1812C,,
RE1812R,,
RE1815C,316858.5148,8
RE1815M,316858.5148,8
RE1815R,316858.5148,8
RE1815X,316858.5148,8
RE1816C,313540.073,8
RE1816M,313540.073,8
RE1816R,313540.073,8
RE1816X,313540.073,8
RE1817C,313540.073,8
RE1817M,313540.073,8
RE1817R,313540.073,8
RE1817X,313540.073,8
RE1818C,426657.0584,8
RE1818M,426657.0584,8
RE1818R,426657.0584,8
RE1818X,426657.0584,8
RE1819C,874800,5
RE1819M,874800,5
RE1819X,874800,5
RE1826C,,
RE1826M,,
RE1827C,6149383.749,8
RE1827M,6149383.749,8
RE1828C,,
RE1828M,,
RE1829C,,
RE1829M,450,9
RE1830C,450,9
RE1830M,,
RE1834C,,
RE1834M,364709.5264,11
RE1834X,46055.94924,10
RE1835C,,
RE1835M,364709.5264,11
RE1835X,46055.94924,10
RE1836C,,
RE1836M,54960,17
RE1836X,,
RE1845C,5225400,17
RE1845X,5225400,17
RE1846C,5225400,17
RE1846X,5225400,17
RE1860C,11243.03103,11
RE1860E,11243.03103,11
RE1897C,54,11
RE1898C,54,11
RE1899C,54,11
RE1901R,11175.18401,12
RE1903R,11175.18401,12
RE1904C,,
RE1904R,,
RE1905C,,
RE1905R,,
RE1906C,,
RE1906R,,
RE1907C,154928.9435,8
RE1915C,82326.79557,8
RE1916C,311160.9856,8
RE1916X,311160.9856,8
RE1917C,,
RE1918C,,
RE1919C,,
RE1920C,,
RE1921C,5019.622024,8
RE1922C,,
RE1923C,,
RE1925C,,
RE1927C,250591.7385,11
RE1933C,7422480,8
RE1938C,,
RE1938R,,
RE1941C,,
RE1941R,,
RE1942C,,
RE1942R,,
RE1943C,,
RE1943R,,
RE1952C,57.6,11
RE1952R,57.6,11
RE1952X,57.6,11
RE1954C,53640,6
RE1956C,57.6,11
RE1956R,57.6,11
RE1956X,57.6,11
RE1957G,,
RE1957R,,
RE1978C,,
RE2026C,,
RE2027C,,
RE2028C,,
RE2029C,,
RE2030M,1850.357324,12
RE2031M,1857.669621,12
RE2032M,1911.798016,12
RE2034C,114508.8,5
RE2040C,65880,9
RE2041C,64263.6,5
RE2048N,,
RE2048R,,
RE2049C,716.7684327,9
RE2050C,,
RE2050R,,
RE2051C,826717.4664,8
RE2051G,826717.4664,8
RE2051R,826717.4664,8
RE2067C,7422480,8
RE2068C,,
RE2069C,,
RE2070C,,
RE2078M,,
RE2079R,,
RE2080C,,
RE2081C,5225400,17
RE2111M,19420.84914,12
RE2112C,,
RE2112R,,
RE2117M,20074.7685,12
RE2122C,,
RE2124C,,
RE2127C,,
RE2128C,57.6,11
RE2129C,57.6,11
RE2130C,32717.92435,19
RE2131C,32387.05591,19
RE2132C,,
RE2133C,,
RE2138C,,
RE2139C,,
RE2140C,,
RE2141C,1723.234164,12
RE2146C,,
RE2146R,,
RE2147C,,
RE2149C,,
RE2149R,,
RE2150C,,
RE2150R,,
RE2151C,,
RE2151R,,
RE2152C,12815.40585,23
RE2154C,0.612,2
RE2155C,,
RE2155R,,
RE2156M,1820.146106,12
RE2202C,,
RE2203C,,
RE2220C,,
RE2221C,,
RE2221M,,
RE2223M,1865.010183,12
RE2235C,,
RE2235R,,
RE2240C,,
RE2248C,,
RE2249C,,
RE2250C,810.3602378,9
RE2251C,789.5920872,9
RE2252C,739.7751974,9
RE2265C,,
RE2269C,32186.16422,8
RE2269E,32186.16422,7
RE2270C,28153.83427,8
RE2270E,28153.83427,8
RE2272C,43190.27027,20
RE2272L,60096,8
RE2273C,28374.46828,8
RE2273E,28374.46828,8
RE2292C,,
RE2296C,332862.8929,8
RE2296X,332862.8929,8
RE2304E,75600,7
RE2306C,85778.52984,12
RE2318C,316858.5148,8
RE2318M,316858.5148,8
RE2318R,316858.5148,8
RE2318X,316858.5148,8
RE2319C,316858.5148,8
RE2319M,316858.5148,8
RE2319R,316858.5148,8
RE2319X,316858.5148,8
RE2327C,25678.11878,23
RE2333C,16959.57339,23
RE2334C,1677.757455,12
RE2335C,,
RE2346C,,
RE2349C,12266.28027,8
RE2349M,12266.28027,8
RE2360C,,
RE2360N,1822.933911,12
RE2373C,33906.4833,11
RE2375C,33841.87146,11
RE2377C,,
RE2382C,,
RE2382R,,
RE2383C,,
RE2383R,,
RE2384C,,
RE2386C,806.5450102,9
RE2387C,,
RE2387R,,
RE2398C,,
RE2398R,,
RE2404C,,
RE2404R,,
RE2405C,,
RE2405R,,
RE2407C,,
RE2410C,374.7202847,20
RE2410N,374.7202847,20
RE2426C,1238400,8
RE2427M,19314.47798,12
RE2428M,19314.47798,12
RE2429M,19006.84926,12
RE2439C,,
RE2440C,185755.4472,8
RE2442C,176036.9878,8
RE2443C,306133.2018,8
RE2443M,306133.2018,8
RE2444C,400859.8605,8
RE2445C,99175.67053,8
RE2445E,82800,7
RE2452C,,
RE2453M,14400,7
RE2454M,14400,7
RE2459C,18487066.11,11
RE2474C,,
RE2474R,,
RE2476C,,
RE2477C,,
RE2493C,,
RE2513C,7834320,11
RE2513E,7834320,11
RE2513L,24131160,11
RE2513N,7834320,11
RE2514C,252360,11
RE2514E,252360,11
RE2514L,24131160,11
RE2514N,252360,11
RE2520C,2188.590323,8
RE2521C,2188.101512,8
RE2522C,323036.7691,8
RE2522X,323036.7691,8
RE2523C,323073.882,8
RE2523X,323073.882,8
RE2524C,315925.1567,8
RE2524X,315925.1567,8
RE2525C,339935.2318,8
RE2525X,339935.2318,8
RE2526C,2231.017382,8
RE2533C,10740.29214,12
RE2541C,3456.510943,7
RE2541E,3456.510943,8
RE2541L,993600,8
RE2562C,,
RE2563C,,
RE2591C,,
RE2594C,198389.5621,8
RE2596C,,
RE2601C,102442.1363,8
RE2605C,,
RE2622C,,
RE2622R,,
RE2624M,103320.9,9
RE2624X,103320.9,9
RE2625C,450,9
RE2625M,450,9
RE2626C,,
RE2626M,,
RE2632C,,
RE2632M,,
RE2633C,1819882.365,11
RE2633R,1819882.365,11
RE2635C,284400,17
RE2635R,284400,17
RE2636C,,
RE2636R,,
RE2637C,,
RE2637X,,
RE2638C,,
RE2638X,28591.13208,20
RE2640C,189181.2081,8
RE2642C,158966.2921,8
RE2644C,26532,8
RE2649C,366561.0894,11
RE2649M,,
RE2649X,46359.66386,10
RE2651R,195120.4519,8
RE2655R,1840.898034,8
RE2658C,,
RE2658R,3515.837652,7
RE2659R,3515.837652,7
RE2660C,3793.697687,7
RE2660N,169200,9
RE2666C,,
RE2666G,,
RE2675C,,
RE2677C,,
RE2677E,,
RE2677G,,
RE2677N,,
RE2677R,,
RE2680C,,
RE2680G,,
RE2705C,,
RE2717L,,
RE2718C,,
RE2718G,,
RE2722C,,
RE2722G,,
RE2746C,,
RE2759X,103320.9,9
RE2766C,13680,5
RE2768C,,
RE2768M,,
RE2768R,,
RE2782C,28591.13208,20
RE2799C,888.12,6
RE2813C,1119060,11
RE2814M,178440.9449,8
RE2814R,178440.9449,8
RE2848C,53064,8
RE2849C,250693.8054,11
RE2850C,3588523.2,11
RE2851C,254718.0252,11
RE2852C,,
RE2853C,,
RE2854C,,
RE2856C,,
RE2857C,,
RE2858C,,
RE2859C,,
RE2860C,,
RE2861C,,
RE2862C,,
RE2863C,,
RE2864C,25.2,19
RE2865C,25.2,19
RE2866C,25.2,19
RE2867C,25.2,19
RE2868C,,
RE2869C,,
RE2870C,,
RE2871C,,
RE2872C,3553.91267,19
RE2873C,279.1835654,20
RE2874C,281.8742386,20
RE2875C,304.2406263,20
RE2876C,304.5288489,20
RE2877C,,
RE2878C,103320.9,9
RE2880C,4640.268172,8
RE2888C,989895.2595,11
RE2888E,989895.2595,11
RE2888N,989895.2595,11
RE2897C,,
RE2898C,,
RE2899C,1119060,11
RE2908C,680.4,5
RE2908M,636120,3
RE2908X,680.4,5
RE2909C,680.4,5
RE2909M,636120,3
RE2909X,680.4,5
RE2910C,680.4,5
RE2910M,636120,3
RE2910X,680.4,5
RE2911C,,
RE2912M,,
RE2912X,,
RE2913M,18761423.11,21
RE2913X,18761423.11,21
RE2914M,18761423.11,21
RE2914X,18761423.11,21
RE2915M,19021986.74,21
RE2915X,19021986.74,21
RE2916M,5040,2
RE2916X,5040,2
RE2917M,5040,2
RE2917X,5040,2
RE2919M,13422600,11
RE2919X,13422600,11
RE2920M,13422600,11
RE2920X,13422600,11
RE2921M,13422600,11
RE2921X,13422600,11
RE2948C,,
RE2954C,11534400,11
RE2958C,,
RE2972G,,
RE2972M,,
RE2972R,,
RE2973G,,
RE2973N,,
RE2974G,,
RE2974N,,
RE2974R,,
RE2975C,,
RE2975M,,
RE2977C,,
RE2985M,,
RE2985X,,
RE2986X,13422600,11
RE2987X,680.4,5
RE2988X,5040,2
RE2989X,5040,2
RE2990X,13422600,11
RE2991X,680.4,5
RE2992M,353463.473,11
RE2992X,353463.473,11
RE2993X,47318.72582,12
RE2994X,,
RE2995M,353474.0686,11
RE2995X,353474.0686,11
RE2996X,47684.16274,12
RE2997X,,
RE2998M,,
RE2999M,353474.0686,11
RE3000M,28663.7037,8
RE3001M,47387.98175,12
RE3002X,353463.473,11
RE3003M,353475.437,11
RE3004M,13422600,11
RE3005M,636120,3
RE3006M,5040,2
RE3009C,,
RE3010C,4752,5
RE3010M,4752,5
RE3010R,4752,5
RE3010X,4752,5
RE3011M,550800,5
RE3011R,550800,5
RE3012C,8629.169054,8
RE3012M,8629.169054,8
RE3012R,8629.169054,8
RE3013C,,
RE3013R,,
RE3014C,,
RE3014R,,
RE3015C,,
RE3015R,,
RE3016R,2868.829586,9
RE3017R,6393.95493,11
RE3018C,,
RE3018R,,
RE3019C,,
RE3019R,,
RE3020C,,
RE3020R,,
RE3021C,1008098.65,9
RE3022C,351932.4929,11
RE3033C,,
RE3033N,,
RE3033R,,
RE3036C,68040,8
RE3036N,68040,8
RE3038C,57.6,11
RE3038N,57.6,11
RE3038R,57.6,11
RE3038X,57.6,11
RE3039C,,
RE3040C,57.6,11
RE3040R,57.6,11
RE3040X,57.6,11
RE3041C,,
RE3041N,,
RE3044C,,
RE3044N,,
RE3045C,319870.4994,20
RE3050R,11175.18401,12
RE3051C,107371.0084,8
RE3052C,,
RE3053C,,
RE3066X,,
RE3072X,8379.973504,8
RE3073X,5293.420924,9
RE3074X,104.4,11
RE3075C,284400,17
RE3075X,284400,17
RE3079C,7604.792063,20
RE3079X,,
RE3081X,13422600,11
RE3082X,680.4,5
RE3083X,103320.9,9
RE3084X,,
RE3086X,,
RE3087X,13422600,11
RE3088X,680.4,5
RE3089X,,
RE3090X,41505.3,17
RE3092X,13422600,11
RE3093X,680.4,5
RE3095C,,
RE3095L,6452437.686,11
RE3095X,2670311.351,11
RE3097X,5040,2
RE3103C,,
RE3103R,,
RE3104C,57.6,11
RE3104R,57.6,11
RE3106C,57.6,11
RE3106R,,
RE3108C,90.9,2
RE3110C,,
RE3110R,,
RE3111C,2994,2
RE3111M,2994,2
RE3111R,2994,2
RE3112C,303356.6434,12
RE3112R,84060,18
RE3113C,10891.37119,12
RE3113R,,
RE3114R,104.4,11
RE3119C,,
RE3119R,8417.253833,20
RE3120C,,
RE3120R,,
RE3121C,104.4,11
RE3121R,11736.054,21
RE3122C,11736.054,21
RE3122R,4676.059921,9
RE3123C,,
RE3123R,,
RE3124C,,
RE3124R,,
RE3125C,103320.9,9
RE3125R,6420,11
RE3126C,6420.794245,11
RE3126R,13422600,11
RE3129N,1728095.975,9
RE3132R,104.4,11
RE3134C,364.3749735,20
RE3134R,364.3749735,20
RE3136C,1522.8,9
RE3139X,5040,2
RE3140X,13422600,11
RE3141X,680.4,5
RE3144C,,
RE3144M,,
RE3145X,,
RE3146R,104.4,11
RE3147C,,
RE3147R,,
RE3148C,,
RE3148R,,
RE3150C,,
RE3150R,,
RE3151C,,
RE3151R,,
RE3152C,9053.903109,8
RE3152R,,
RE3153C,,
RE3153R,,
RE3154C,,
RE3154R,104.4,11
RE3155C,,
RE3155R,,
RE3156X,680.4,5
RE3157X,,
RE3158X,5040,2
RE3159X,13422600,11
RE3160R,104.4,11
RE3161C,,
RE3161R,,
RE3162C,,
RE3162R,,
RE3163C,,
RE3163R,,
RE3164C,,
RE3164R,,
RE3165C,,
RE3165R,,
RE3166C,104.4,11
RE3166R,104.4,11
RE3167C,523.4820255,20
RE3167R,523.4820255,20
RE3168C,1522.8,9
RE3168R,29407.44076,8
RE3169C,13422600,11
